wavelength_nm,transmission
1.535251999999994041e+03,9.768068114466735841e-01
1.535252999999994017e+03,9.659906130124619184e-01
1.535253999999993994e+03,9.690027185016362177e-01
1.535254999999993970e+03,9.731387384946769137e-01
1.535255999999993946e+03,9.718137821672719889e-01
1.535256999999993923e+03,9.686151962501678980e-01
1.535257999999993899e+03,9.696294059269956467e-01
1.535258999999993875e+03,9.647097679683619420e-01
1.535259999999993852e+03,9.693010873771831237e-01
1.535260999999993828e+03,9.692324428317151686e-01
1.535261999999993805e+03,9.712706636147810935e-01
1.535262999999993781e+03,9.681644487954027545e-01
1.535263999999993757e+03,9.723154692349806894e-01
1.535264999999993734e+03,9.745235212457080687e-01
1.535265999999993710e+03,9.711375049520941660e-01
1.535266999999993686e+03,9.719657312474792032e-01
1.535267999999993663e+03,9.708140347366529532e-01
1.535268999999993639e+03,9.706442498522422913e-01
1.535269999999993615e+03,9.677999717081010589e-01
1.535270999999993592e+03,9.719942664948123534e-01
1.535271999999993568e+03,9.703810241053887342e-01
1.535272999999993544e+03,9.791845216195058654e-01
1.535273999999993521e+03,9.771467440882617428e-01
1.535274999999993497e+03,9.724379863564083237e-01
1.535275999999993473e+03,9.678834478994469137e-01
1.535276999999993450e+03,9.665269097052306968e-01
1.535277999999993426e+03,9.757818098498083348e-01
1.535278999999993403e+03,9.721087222861068966e-01
1.535279999999993379e+03,9.730185925534161617e-01
1.535280999999993355e+03,9.641597760432836228e-01
1.535281999999993332e+03,9.748877837447516015e-01
1.535282999999993308e+03,9.730354310422391073e-01
1.535283999999993284e+03,9.668155581221994366e-01
1.535284999999993261e+03,9.694105253449292192e-01
1.535285999999993237e+03,9.723906508850378438e-01
1.535286999999993213e+03,9.715846217544800156e-01
1.535287999999993190e+03,9.702448585234835221e-01
1.535288999999993166e+03,9.710381963130783056e-01
1.535289999999993142e+03,9.704826645942520313e-01
1.535290999999993119e+03,9.721390686598143649e-01
1.535291999999993095e+03,9.774528519593230769e-01
1.535292999999993071e+03,9.613381378698621083e-01
1.535293999999993048e+03,9.706950814004445816e-01
1.535294999999993024e+03,9.723860673657753750e-01
1.535295999999993001e+03,9.729013543859527102e-01
1.535296999999992977e+03,9.702669074921997927e-01
1.535297999999992953e+03,9.647646938296283725e-01
1.535298999999992930e+03,9.731404068869238255e-01
1.535299999999992906e+03,9.787744997407752390e-01
1.535300999999992882e+03,9.657661582155437907e-01
1.535301999999992859e+03,9.753932529302298260e-01
1.535302999999992835e+03,9.706600101730590291e-01
1.535303999999992811e+03,9.717648180737660235e-01
1.535304999999992788e+03,9.678343610495753202e-01
1.535305999999992764e+03,9.707438063153938090e-01
1.535306999999992740e+03,9.773173225975212430e-01
1.535307999999992717e+03,9.744831167175869169e-01
1.535308999999992693e+03,9.791169330259260617e-01
1.535309999999992669e+03,9.769323653366466242e-01
1.535310999999992646e+03,9.740139369841716022e-01
1.535311999999992622e+03,9.792680431530824681e-01
1.535312999999992599e+03,9.740828357281008376e-01
1.535313999999992575e+03,9.756732180740615989e-01
1.535314999999992551e+03,9.712092290114314741e-01
1.535315999999992528e+03,9.726957896804683257e-01
1.535316999999992504e+03,9.696738517877858676e-01
1.535317999999992480e+03,9.764556714875485266e-01
1.535318999999992457e+03,9.678177588529289777e-01
1.535319999999992433e+03,9.756938621552841973e-01
1.535320999999992409e+03,9.718351947480393660e-01
1.535321999999992386e+03,9.773159771971313692e-01
1.535322999999992362e+03,9.756675071690850132e-01
1.535323999999992338e+03,9.799795116667331385e-01
1.535324999999992315e+03,9.756527759317408233e-01
1.535325999999992291e+03,9.664741214552314830e-01
1.535326999999992267e+03,9.725269311398182515e-01
1.535327999999992244e+03,9.681390333135286852e-01
1.535328999999992220e+03,9.707861187147667215e-01
1.535329999999992197e+03,9.789361864072828601e-01
1.535330999999992173e+03,9.754733019321230048e-01
1.535331999999992149e+03,9.701591992408020726e-01
1.535332999999992126e+03,9.689316668291301227e-01
1.535333999999992102e+03,9.731491418935043214e-01
1.535334999999992078e+03,9.681831128463055380e-01
1.535335999999992055e+03,9.703959957515312373e-01
1.535336999999992031e+03,9.743596624541683848e-01
1.535337999999992007e+03,9.777638054963646574e-01
1.535338999999991984e+03,9.756084018830103455e-01
1.535339999999991960e+03,9.640388632347558495e-01
1.535340999999991936e+03,9.744520208614728674e-01
1.535341999999991913e+03,9.735530890776664670e-01
1.535342999999991889e+03,9.749507856845552878e-01
1.535343999999991865e+03,9.797902026965560340e-01
1.535344999999991842e+03,9.651024207016543066e-01
1.535345999999991818e+03,9.710208410965210923e-01
1.535346999999991795e+03,9.757786329577825546e-01
1.535347999999991771e+03,9.671182555445388962e-01
1.535348999999991747e+03,9.793779281363547140e-01
1.535349999999991724e+03,9.749769312365804685e-01
1.535350999999991700e+03,9.769190883186530394e-01
1.535351999999991676e+03,9.712781007688964241e-01
1.535352999999991653e+03,9.768459293614137895e-01
1.535353999999991629e+03,9.778936368499796528e-01
1.535354999999991605e+03,9.745800162544762113e-01
1.535355999999991582e+03,9.746147394960577026e-01
1.535356999999991558e+03,9.747870195117431802e-01
1.535357999999991534e+03,9.702806556721838005e-01
1.535358999999991511e+03,9.731721923977287858e-01
1.535359999999991487e+03,9.731803682459903015e-01
1.535360999999991463e+03,9.753520666131862971e-01
1.535361999999991440e+03,9.778457030943580319e-01
1.535362999999991416e+03,9.696400595436924785e-01
1.535363999999991393e+03,9.734018489670418495e-01
1.535364999999991369e+03,9.798552725803215679e-01
1.535365999999991345e+03,9.709825474882880503e-01
1.535366999999991322e+03,9.706952356835906182e-01
1.535367999999991298e+03,9.748206818226339276e-01
1.535368999999991274e+03,9.774161056862613606e-01
1.535369999999991251e+03,9.741112641903368896e-01
1.535370999999991227e+03,9.794082851519075872e-01
1.535371999999991203e+03,9.775463899196050743e-01
1.535372999999991180e+03,9.775131544273084616e-01
1.535373999999991156e+03,9.763888898961763374e-01
1.535374999999991132e+03,9.835094761690234000e-01
1.535375999999991109e+03,9.734045476149050247e-01
1.535376999999991085e+03,9.662373271066448943e-01
1.535377999999991061e+03,9.806945474986997757e-01
1.535378999999991038e+03,9.724727385466418461e-01
1.535379999999991014e+03,9.747609572683709755e-01
1.535380999999990991e+03,9.795934310118512567e-01
1.535381999999990967e+03,9.679718770043866938e-01
1.535382999999990943e+03,9.693999078728441354e-01
1.535383999999990920e+03,9.680268617512949314e-01
1.535384999999990896e+03,9.712808008612439092e-01
1.535385999999990872e+03,9.762411612551323836e-01
1.535386999999990849e+03,9.766045318331558756e-01
1.535387999999990825e+03,9.756379401600444590e-01
1.535388999999990801e+03,9.689067407628353390e-01
1.535389999999990778e+03,9.653422498032386834e-01
1.535390999999990754e+03,9.748248360552725922e-01
1.535391999999990730e+03,9.727449751686136903e-01
1.535392999999990707e+03,9.764941799140804957e-01
1.535393999999990683e+03,9.774889092959304637e-01
1.535394999999990659e+03,9.752584194242714943e-01
1.535395999999990636e+03,9.777702463812716349e-01
1.535396999999990612e+03,9.756707218125336700e-01
1.535397999999990589e+03,9.768981998374723918e-01
1.535398999999990565e+03,9.719832155716857658e-01
1.535399999999990541e+03,9.741073339678076870e-01
1.535400999999990518e+03,9.756366588807384721e-01
1.535401999999990494e+03,9.781553476133165725e-01
1.535402999999990470e+03,9.733218530588426676e-01
1.535403999999990447e+03,9.770049760937778993e-01
1.535404999999990423e+03,9.738803469782891797e-01
1.535405999999990399e+03,9.744968347652341878e-01
1.535406999999990376e+03,9.783082875628049679e-01
1.535407999999990352e+03,9.670410849968844591e-01
1.535408999999990328e+03,9.698504598327188919e-01
1.535409999999990305e+03,9.691305382446457894e-01
1.535410999999990281e+03,9.657476545145303737e-01
1.535411999999990257e+03,9.723918093042722699e-01
1.535412999999990234e+03,9.781252600843330924e-01
1.535413999999990210e+03,9.740105554248466024e-01
1.535414999999990187e+03,9.759637294391804163e-01
1.535415999999990163e+03,9.795518271638794516e-01
1.535416999999990139e+03,9.805280008416631388e-01
1.535417999999990116e+03,9.749629152014195332e-01
1.535418999999990092e+03,9.806759330376454420e-01
1.535419999999990068e+03,9.756521309795433972e-01
1.535420999999990045e+03,9.719559790573888414e-01
1.535421999999990021e+03,9.729498313012696631e-01
1.535422999999989997e+03,9.694270609747085432e-01
1.535423999999989974e+03,9.718183598865699491e-01
1.535424999999989950e+03,9.739604311885387000e-01
1.535425999999989926e+03,9.786283554187381606e-01
1.535426999999989903e+03,9.823185272226977460e-01
1.535427999999989879e+03,9.699280699422876406e-01
1.535428999999989855e+03,9.770493699212298155e-01
1.535429999999989832e+03,9.713370646614641890e-01
1.535430999999989808e+03,9.774191258514525193e-01
1.535431999999989785e+03,9.750170050652909870e-01
1.535432999999989761e+03,9.682386600046375413e-01
1.535433999999989737e+03,9.792963207596936392e-01
1.535434999999989714e+03,9.731838976461917312e-01
1.535435999999989690e+03,9.734889858370746607e-01
1.535436999999989666e+03,9.713661823955683783e-01
1.535437999999989643e+03,9.730485835064106581e-01
1.535438999999989619e+03,9.773977226333081525e-01
1.535439999999989595e+03,9.749495478091704248e-01
1.535440999999989572e+03,9.770414578869729416e-01
1.535441999999989548e+03,9.771947027560121679e-01
1.535442999999989524e+03,9.810497885348699043e-01
1.535443999999989501e+03,9.744160453417587409e-01
1.535444999999989477e+03,9.698997285177923811e-01
1.535445999999989453e+03,9.800959414439930351e-01
1.535446999999989430e+03,9.745209135770501740e-01
1.535447999999989406e+03,9.803249733669111565e-01
1.535448999999989383e+03,9.774197725377523627e-01
1.535449999999989359e+03,9.753812979693562424e-01
1.535450999999989335e+03,9.773204595133467842e-01
1.535451999999989312e+03,9.837488381972894214e-01
1.535452999999989288e+03,9.842720665937256808e-01
1.535453999999989264e+03,9.762609503660606425e-01
1.535454999999989241e+03,9.766433946980117575e-01
1.535455999999989217e+03,9.803267249266898187e-01
1.535456999999989193e+03,9.726581779301100017e-01
1.535457999999989170e+03,9.773920874255001001e-01
1.535458999999989146e+03,9.759752648415587206e-01
1.535459999999989122e+03,9.773531861148796462e-01
1.535460999999989099e+03,9.727828421289178573e-01
1.535461999999989075e+03,9.697767388196638638e-01
1.535462999999989052e+03,9.678616941520351569e-01
1.535463999999989028e+03,9.717026385143416878e-01
1.535464999999989004e+03,9.743559491662369121e-01
1.535465999999988981e+03,9.750362878686107404e-01
1.535466999999988957e+03,9.839763116417197253e-01
1.535467999999988933e+03,9.806696224120197147e-01
1.535468999999988910e+03,9.724154758650165320e-01
1.535469999999988886e+03,9.776727952877664052e-01
1.535470999999988862e+03,9.746716997197302224e-01
1.535471999999988839e+03,9.751805388277481335e-01
1.535472999999988815e+03,9.770772089060164589e-01
1.535473999999988791e+03,9.788304338025013429e-01
1.535474999999988768e+03,9.750144896052972410e-01
1.535475999999988744e+03,9.806446353382669567e-01
1.535476999999988720e+03,9.718391137079047670e-01
1.535477999999988697e+03,9.764497922822257259e-01
1.535478999999988673e+03,9.868326326492493639e-01
1.535479999999988650e+03,9.773516909860289203e-01
1.535480999999988626e+03,9.822095971481391574e-01
1.535481999999988602e+03,9.768601200432464049e-01
1.535482999999988579e+03,9.788343812906775687e-01
1.535483999999988555e+03,9.763013073460902191e-01
1.535484999999988531e+03,9.758639109125538669e-01
1.535485999999988508e+03,9.734446469250949141e-01
1.535486999999988484e+03,9.783007516440783702e-01
1.535487999999988460e+03,9.731903018277235917e-01
1.535488999999988437e+03,9.792756308426791012e-01
1.535489999999988413e+03,9.809712124199885253e-01
1.535490999999988389e+03,9.781128999811138369e-01
1.535491999999988366e+03,9.755184250647830346e-01
1.535492999999988342e+03,9.784958639099863298e-01
1.535493999999988318e+03,9.754618271595835166e-01
1.535494999999988295e+03,9.804551621146458951e-01
1.535495999999988271e+03,9.694037401940340803e-01
1.535496999999988248e+03,9.754032629071159866e-01
1.535497999999988224e+03,9.687987094202419325e-01
1.535498999999988200e+03,9.707979165137233801e-01
1.535499999999988177e+03,9.822497488392385456e-01
1.535500999999988153e+03,9.803911178218198685e-01
1.535501999999988129e+03,9.739484730589293981e-01
1.535502999999988106e+03,9.708323346242743179e-01
1.535503999999988082e+03,9.650001261441981670e-01
1.535504999999988058e+03,9.747000913327183991e-01
1.535505999999988035e+03,9.865715043335714363e-01
1.535506999999988011e+03,9.786450915698229336e-01
1.535507999999987987e+03,9.746829150449257684e-01
1.535508999999987964e+03,9.787971144631029130e-01
1.535509999999987940e+03,9.707084896035114152e-01
1.535510999999987916e+03,9.757784991316319489e-01
1.535511999999987893e+03,9.773811124386725391e-01
1.535512999999987869e+03,9.766541505200412310e-01
1.535513999999987846e+03,9.801770690291939925e-01
1.535514999999987822e+03,9.784076579133390572e-01
1.535515999999987798e+03,9.797175548127083911e-01
1.535516999999987775e+03,9.743058768228338717e-01
1.535517999999987751e+03,9.806656844887918778e-01
1.535518999999987727e+03,9.836051694519033495e-01
1.535519999999987704e+03,9.732237645015257010e-01
1.535520999999987680e+03,9.735684631967175262e-01
1.535521999999987656e+03,9.824772089319526724e-01
1.535522999999987633e+03,9.763834641402517889e-01
1.535523999999987609e+03,9.827788370932205586e-01
1.535524999999987585e+03,9.754080632558657094e-01
1.535525999999987562e+03,9.830129863292682568e-01
1.535526999999987538e+03,9.777332887548580986e-01
1.535527999999987514e+03,9.782547459862369621e-01
1.535528999999987491e+03,9.834951319246922896e-01
1.535529999999987467e+03,9.758035512097021913e-01
1.535530999999987444e+03,9.735004623490590703e-01
1.535531999999987420e+03,9.754849560398988206e-01
1.535532999999987396e+03,9.791027555327702636e-01
1.535533999999987373e+03,9.710445352103281857e-01
1.535534999999987349e+03,9.798715519797023266e-01
1.535535999999987325e+03,9.751806252592059021e-01
1.535536999999987302e+03,9.819409488118672202e-01
1.535537999999987278e+03,9.677865902542416299e-01
1.535538999999987254e+03,9.742312475297907337e-01
1.535539999999987231e+03,9.706454632177284880e-01
1.535540999999987207e+03,9.741001893692521341e-01
1.535541999999987183e+03,9.784094886531188306e-01
1.535542999999987160e+03,9.767155829440110626e-01
1.535543999999987136e+03,9.764325903303748833e-01
1.535544999999987112e+03,9.768229192232087410e-01
1.535545999999987089e+03,9.782867168938387259e-01
1.535546999999987065e+03,9.734524722830418808e-01
1.535547999999987042e+03,9.803274150063621128e-01
1.535548999999987018e+03,9.801640279633362374e-01
1.535549999999986994e+03,9.790668112920336563e-01
1.535550999999986971e+03,9.797660367650528057e-01
1.535551999999986947e+03,9.787387666143222420e-01
1.535552999999986923e+03,9.857065277737766529e-01
1.535553999999986900e+03,9.772309463344167613e-01
1.535554999999986876e+03,9.763640272733092873e-01
1.535555999999986852e+03,9.745912357927034586e-01
1.535556999999986829e+03,9.734892304049627132e-01
1.535557999999986805e+03,9.726532780808418988e-01
1.535558999999986781e+03,9.740888094572937028e-01
1.535559999999986758e+03,9.773740601607509015e-01
1.535560999999986734e+03,9.790066948388422841e-01
1.535561999999986710e+03,9.778867650180946836e-01
1.535562999999986687e+03,9.746326881149566246e-01
1.535563999999986663e+03,9.813081500625461251e-01
1.535564999999986640e+03,9.806775953767418175e-01
1.535565999999986616e+03,9.770938347955260284e-01
1.535566999999986592e+03,9.751331973972104938e-01
1.535567999999986569e+03,9.799509583782555211e-01
1.535568999999986545e+03,9.785214766868537417e-01
1.535569999999986521e+03,9.719893600176966464e-01
1.535570999999986498e+03,9.775221859789836598e-01
1.535571999999986474e+03,9.788544395796274777e-01
1.535572999999986450e+03,9.742196580454561827e-01
1.535573999999986427e+03,9.785899033044168638e-01
1.535574999999986403e+03,9.720232841642997279e-01
1.535575999999986379e+03,9.831993148563793472e-01
1.535576999999986356e+03,9.828583188735573462e-01
1.535577999999986332e+03,9.768683503454491657e-01
1.535578999999986308e+03,9.793440902012220395e-01
1.535579999999986285e+03,9.682623907163657728e-01
1.535580999999986261e+03,9.732884463744826409e-01
